x d u P
1.835937500000000000e-01 7.549800381907907365e-01 1.095317582834254111e+01 6.260004505703005862e+02
1.914062500000000000e-01 7.453107418508030380e-01 1.143130416073048039e+01 6.126958728948806083e+02
1.992187500000000000e-01 7.358603544617038361e-01 1.190265698377522341e+01 5.998027240006932743e+02
2.070312500000000000e-01 7.266455372186867434e-01 1.236613746051757623e+01 5.873368543310974701e+02
2.148437500000000000e-01 7.176789537864728397e-01 1.282089009559757820e+01 5.753080061394197173e+02
2.226562500000000000e-01 7.089660381440563430e-01 1.326643349389547311e+01 5.637145995904526217e+02
2.304687500000000000e-01 7.005008653251479922e-01 1.370283456704899727e+01 5.525413819082222062e+02
2.382812500000000000e-01 6.922652729010696504e-01 1.413077005186412727e+01 5.417580120863632374e+02
2.460937500000000000e-01 6.842317625505102141e-01 1.455149410528105314e+01 5.313207225823294948e+02
2.539062500000000000e-01 6.763644513915838541e-01 1.496673550993321022e+01 5.211778502175008043e+02
2.617187500000000000e-01 6.686239483629919933e-01 1.537842270290123636e+01 5.112755602068851317e+02
2.695312500000000000e-01 6.609751486799219089e-01 1.578835423253931403e+01 5.015656439205739616e+02
2.773437500000000000e-01 6.533932740074630541e-01 1.619786083834541657e+01 4.920138618974999645e+02
2.851562500000000000e-01 6.458660280355323913e-01 1.660756391478810556e+01 4.826037052821995985e+02
2.929687500000000000e-01 6.384022130441950882e-01 1.701694192747845946e+01 4.733454295688143247e+02
3.007812500000000000e-01 6.310369866868500432e-01 1.742403378950311321e+01 4.642798218453222603e+02
3.085937500000000000e-01 6.238358507689971688e-01 1.782514221725514147e+01 4.554833332107209571e+02
3.164062500000000000e-01 6.168985954701932117e-01 1.821446390227871603e+01 4.470732000840822593e+02
3.242187500000000000e-01 6.103626612149007924e-01 1.858387218164744326e+01 4.392082083486464512e+02
3.320312500000000000e-01 6.044001272217019993e-01 1.892313235907193558e+01 4.320821417755117864e+02
3.398437500000000000e-01 5.991990756913441185e-01 1.922091590049455334e+01 4.259033512893085458e+02
3.476562500000000000e-01 5.949272130747234044e-01 1.946678429140358801e+01 4.208549833849347692e+02
3.554687500000000000e-01 5.916871620497590190e-01 1.965398675232696490e+01 4.170432208301742207e+02
3.632812500000000000e-01 5.894765523353020509e-01 1.978206927459639175e+01 4.144513603607592245e+02
3.710937500000000000e-01 5.881728025054276943e-01 1.985777477226772447e+01 4.129256269908295849e+02
3.789062500000000000e-01 5.875570381118506713e-01 1.989358531913620354e+01 4.122059128854726282e+02
3.867187500000000000e-01 5.873696050202666941e-01 1.990443833314586897e+01 4.119884076138142177e+02
3.945312500000000000e-01 5.873776700216919444e-01 1.990378341395802764e+01 4.120015896836160891e+02
4.023437500000000000e-01 5.876198159987280345e-01 1.988960727859772604e+01 4.122864538762638631e+02
4.101562500000000000e-01 5.881930030362927386e-01 1.985619776336345055e+01 4.129585462857672837e+02
4.179687500000000000e-01 5.887348102163663111e-01 1.982468801821440962e+01 4.135929050668826790e+02
4.257812500000000000e-01 5.890987017688780192e-01 1.980349327627707723e+01 4.140201957542537343e+02
4.335937500000000000e-01 5.893531942559895320e-01 1.978847720299293655e+01 4.143232488606999482e+02
4.414062500000000000e-01 5.895457334386973169e-01 1.977701271407564931e+01 4.145549873539220016e+02
4.492187500000000000e-01 5.897086894496152976e-01 1.976747876962394201e+01 4.147479618784771560e+02
4.570312500000000000e-01 5.898576825730266204e-01 1.975886087787560186e+01 4.149219713799778333e+02
4.648437500000000000e-01 5.899975040519959135e-01 1.975057635343830142e+01 4.150894185224119042e+02
4.726562500000000000e-01 5.901344814705798969e-01 1.974233501143032044e+01 4.152565219380011285e+02
4.804687500000000000e-01 5.902756026471913664e-01 1.973381858378892062e+01 4.154286495956483805e+02
4.882812500000000000e-01 5.904336873804713059e-01 1.972439221375899265e+01 4.156193724110771086e+02
4.960937500000000000e-01 5.905956069016925492e-01 1.971485745935808254e+01 4.158127226562322676e+02
5.039062500000000000e-01 5.907254651746942642e-01 1.970712758693484545e+01 4.159693727147517279e+02
5.117187500000000000e-01 5.908126551043794139e-01 1.970183853542247121e+01 4.160769254485443298e+02
5.195312500000000000e-01 5.908583529444524363e-01 1.969894194255379816e+01 4.161354602054380507e+02
5.273437500000000000e-01 5.908610804971478059e-01 1.969787779117492832e+01 4.161571329343352659e+02
5.351562500000000000e-01 5.908505764306740682e-01 1.969780710067943019e+01 4.161595736942535382e+02
5.429687500000000000e-01 5.908293524886990555e-01 1.969856547780065625e+01 4.161443572630386711e+02
5.507812500000000000e-01 5.907932952821917105e-01 1.970046599907134066e+01 4.161062241028444646e+02
5.585937500000000000e-01 5.907715519739049626e-01 1.970172944289700467e+01 4.160816191131435176e+02
5.664062500000000000e-01 5.907533645235766295e-01 1.970210290437386647e+01 4.160738683626508418e+02
5.742187500000000000e-01 5.907267181240826170e-01 1.970203749311726682e+01 4.160748493926168408e+02
5.820312500000000000e-01 5.907051703349552874e-01 1.970136799417507945e+01 4.160886692382856040e+02
5.898437500000000000e-01 5.907138190433746106e-01 1.969977101317634904e+01 4.161218870449864653e+02
5.976562500000000000e-01 5.907386914789679588e-01 1.969741016106051035e+01 4.161720139850503415e+02
6.054687500000000000e-01 5.907693303603187562e-01 1.969459198410931933e+01 4.162290033040734443e+02
6.132812500000000000e-01 5.907821925501232085e-01 1.969142310829999687e+01 4.162912463390843527e+02
6.210937500000000000e-01 5.907898193891832905e-01 1.968748652069369243e+01 4.163730724626491906e+02
6.289062500000000000e-01 5.907777817343677906e-01 1.968233235159656047e+01 4.164784213278862239e+02
6.367187500000000000e-01 5.906908144181886033e-01 1.967817565888782028e+01 4.165628630510636299e+02
6.445312500000000000e-01 5.905672589489541213e-01 1.967579142456606789e+01 4.166122776040531903e+02
6.523437500000000000e-01 5.905209125532319137e-01 1.967480650737235948e+01 4.166301477571235523e+02
6.601562500000000000e-01 5.906297401736848585e-01 1.967476167921183716e+01 4.166332423497778450e+02
6.679687500000000000e-01 5.913189672203099656e-01 1.967542419229263828e+01 4.166215520223634599e+02
6.757812500000000000e-01 5.937281542329010398e-01 1.967732460645790837e+01 4.165812060883277468e+02
6.835937500000000000e-01 6.006191139620543629e-01 1.968009301051026227e+01 4.165296973388236097e+02
6.914062500000000000e-01 6.179601360850158764e-01 1.968179152144999833e+01 4.164925442133654201e+02
6.992187500000000000e-01 6.573073903232449222e-01 1.968258152749958256e+01 4.164750376463181283e+02
7.070312500000000000e-01 7.387000061849614552e-01 1.968280637788005194e+01 4.164726607587215881e+02
7.148437500000000000e-01 8.927944944931021087e-01 1.968238811302946445e+01 4.164774059173434466e+02
7.226562500000000000e-01 1.159884706034610247e+00 1.968122089694231747e+01 4.165085476036925343e+02
7.304687500000000000e-01 1.582366232624646818e+00 1.967950775860718338e+01 4.165635739311545649e+02
7.382812500000000000e-01 2.190161846572991955e+00 1.967677291744092116e+01 4.166661205743215532e+02
7.460937500000000000e-01 2.843456756064080881e+00 1.967440849723920238e+01 4.167765260442971567e+02
7.539062500000000000e-01 3.305388730115029983e+00 1.967485413258572180e+01 4.167980001880535497e+02
7.617187500000000000e-01 3.600698454571984453e+00 1.967733096304144524e+01 4.167436768036550916e+02
7.695312500000000000e-01 3.778314697168275949e+00 1.968088733377928534e+01 4.166849067995622704e+02
7.773437500000000000e-01 3.880030280510808005e+00 1.968106758871400785e+01 4.166520770100249820e+02
7.851562500000000000e-01 3.931185451802380104e+00 1.967211692794488442e+01 4.163985008658563629e+02
7.929687500000000000e-01 3.944286845258666574e+00 1.960990778744623242e+01 4.133403642134655342e+02
8.007812500000000000e-01 3.851006928298982501e+00 1.914336724973616555e+01 3.897712373418308403e+02
8.085937500000000000e-01 3.091027558152146248e+00 1.625190772872727862e+01 2.628555793389965061e+02
8.164062500000000000e-01 1.516859895420141768e+00 6.965327969911254691e+00 4.556033641088491493e+01
8.242187500000000000e-01 1.019991256695440773e+00 2.110322470109245341e+00 2.367456052806306555e-01
8.320312500000000000e-01 1.000113415649498627e+00 2.000202736831875772e+00 1.014060844734802555e-02
8.398437500000000000e-01 1.000000207762367532e+00 2.000000201195657024e+00 1.000008411851016805e-02
8.476562500000000000e-01 1.000000000258204347e+00 2.000000000170933934e+00 1.000000005235701823e-02
8.554687500000000000e-01 1.000000000000264899e+00 2.000000000000133227e+00 1.000000000003353935e-02
8.632812500000000000e-01 1.000000000000000222e+00 2.000000000000000000e+00 1.000000000000038011e-02
8.710937500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
8.789062500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
8.867187500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
8.945312500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.023437500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.101562500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.179687500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.257812500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.335937500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.414062500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.492187500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.570312500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.648437500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.726562500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.804687500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.882812500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
9.960937500000000000e-01 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000008347e-02
